feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacillus	Timepoint	Pre	1.7628244028465	0.730678431811201	96	51	0.0183530402645262	0.0769079782513478
Pseudomonas	Timepoint	CV1	2.93106063021815	1.2497579512516	96	44	0.021513376186788	0.086053504747152
Anaerococcus	Timepoint	Post	-2.35187037995845	1.02954780651655	96	70	0.0252582244507656	0.0966401631159729
Corynebacterium	Timepoint	OR	-1.51338995736405	0.685809004530169	96	92	0.030440825798807	0.111616361262292
Kocuria	Timepoint	OR	-1.55905908238077	0.76035504882198	96	36	0.043913803151075	0.154576587091784
Acinetobacter	Timepoint	Pre	1.9143752295365	0.951147669759179	96	88	0.0475723792615905	0.161014206731537
Streptococcus	Timepoint	OR	-1.74588620706143	0.983047275707233	96	75	0.0798150493330197	0.260137938566879
Cutibacterium	Timepoint	OR	-1.39994159840945	0.796576476465722	96	79	0.0830939627782714	0.261152454445996
Peptoniphilus	Timepoint	Post	-1.79003742175494	1.04539441423997	96	39	0.0910307224324177	0.276231157725957
Pseudomonas	Timepoint	OR	1.87395011405004	1.11209208867569	96	44	0.0960537454444264	0.281757653303651
Escherichia.Shigella	Timepoint	CV1	-2.08277281994281	1.26018137082416	96	50	0.102552007625702	0.284164949956666
Lawsonella	Timepoint	Post	-1.76586607753071	1.07086950959323	96	38	0.103332709075151	0.284164949956666
Streptococcus	Timepoint	CV1	1.78727844741285	1.11174767210036	96	75	0.112047559071283	0.298793490856756
Lawsonella	Timepoint	OR	-1.66332440533361	1.07086950959323	96	38	0.124576829203942	0.317278601453912
Paracoccus	Timepoint	OR	-1.58453473521901	1.03421481627935	96	36	0.129795791503873	0.317278601453912
Streptomyces	Timepoint	Post	1.28004919243532	0.829847479069177	96	29	0.127527311682652	0.317278601453912
Lawsonella	Timepoint	Pre	-1.6179088294018	1.08497910525205	96	38	0.140073234038668	0.333147151227103
Afipia	Timepoint	Pre	0.999417386515123	0.710527651177397	96	27	0.163787970108119	0.355795895402323
Escherichia.Shigella	Timepoint	OR	1.54978007058981	1.11766500493788	96	50	0.169811677351109	0.355795895402323
Finegoldia	Timepoint	Pre	-1.44128024684864	1.03586191907371	96	57	0.168490885776621	0.355795895402323
Rothia	Timepoint	Pre	-1.4769921392111	1.03706767884579	96	37	0.157846561734189	0.355795895402323
Streptococcus	Timepoint	Pre	-1.38532303306076	0.997582801993265	96	75	0.169043766349723	0.355795895402323
Cutibacterium	Timepoint	CV1	1.23488501461547	0.901025689678182	96	79	0.174674599781297	0.357473599552421
Cutibacterium	Timepoint	Post	1.04695451940221	0.796576476465722	96	79	0.192912788164407	0.385825576328815
Peptoniphilus	Timepoint	OR	-1.33002947550825	1.04539441423997	96	39	0.207261603307059	0.40531157980047
Kocuria	Timepoint	Pre	0.863190456967629	0.77192773013079	96	36	0.267120427042149	0.511012990863241
Bacillus	Timepoint	CV1	0.844060184968173	0.817544784694333	96	51	0.305262107900491	0.519560263586814
Brevibacterium	Timepoint	OR	-0.79039180307603	0.756801098989111	96	32	0.299642761047538	0.519560263586814
Brevibacterium	Timepoint	Post	-0.778351498401237	0.756801098989111	96	32	0.307012883028572	0.519560263586814
Peptoniphilus	Timepoint	Pre	-1.09533903047896	1.05965975100238	96	39	0.304631491297313	0.519560263586814
Rothia	Timepoint	OR	-1.06005306124669	1.02464956092126	96	37	0.303650024486426	0.519560263586814
uncultured	Timepoint	OR	-1.22773256041086	1.13915300910263	96	47	0.284940621051494	0.519560263586814
Paracoccus	Timepoint	CV1	1.14057094758992	1.16850890059997	96	36	0.332139048086534	0.551476155313491
Brachybacterium	Timepoint	CV1	-0.658618721589463	0.733352492889067	96	27	0.372021637053565	0.595234619285704
Micrococcus	Timepoint	Pre	0.699414103579309	0.768686508090301	96	69	0.366074960005223	0.595234619285704
Micrococcus	Timepoint	CV1	0.747600232996912	0.858263498575455	96	69	0.386716843896537	0.607697897551701
Anaerococcus	Timepoint	OR	-0.881189820740873	1.02954780651655	96	70	0.394853581004699	0.609598511024799
Dietzia	Timepoint	CV1	0.600740551312062	0.736238810022067	96	33	0.417155878778049	0.632926160904625
Afipia	Timepoint	CV1	0.585413553415786	0.794270789512421	96	27	0.463434519741072	0.690444964209898
Staphylococcus	Timepoint	Pre	-0.561666369887413	0.77491946409515	96	93	0.470757930143113	0.690444964209898
Micrococcus	Timepoint	Post	-0.528835166278212	0.757013141645212	96	69	0.487189612126845	0.70283091585512
Finegoldia	Timepoint	CV1	0.767850237961892	1.14839986112025	96	57	0.505821103244918	0.717939630412141
Streptococcus	Timepoint	Post	0.589977073132147	0.983047275707233	96	75	0.550225715133528	0.768569252884928
Brevibacterium	Timepoint	CV1	-0.476291415555783	0.856126348718021	96	32	0.579595564641656	0.784683225976396
Peptoniphilus	Timepoint	CV1	-0.661278433043912	1.1755688798499	96	39	0.575397023194347	0.784683225976396
Cutibacterium	Timepoint	Pre	0.418649766742358	0.808433156111619	96	79	0.60613985703927	0.808186476052359
Paracoccus	Timepoint	Pre	0.522227964190323	1.04934753985327	96	36	0.620196558747153	0.814586524921633
Brevibacterium	Timepoint	Pre	-0.343334946394673	0.768084802265849	96	32	0.656148854144872	0.83929791574022
Staphylococcus	Timepoint	Post	0.339953187038466	0.765165689442172	96	93	0.658085865750854	0.83929791574022
Corynebacterium	Timepoint	CV1	-0.318525925339914	0.773179362755283	96	92	0.681516499897845	0.856763599871576
Rothia	Timepoint	CV1	0.443890594166211	1.14296011945244	96	37	0.698657549547769	0.865941751552164
Acinetobacter	Timepoint	CV1	-0.354952987337425	1.04995574753502	96	88	0.736188363174786	0.8695566678437
Anaerococcus	Timepoint	Pre	0.299121512522667	1.04488493235479	96	70	0.775475922535126	0.8695566678437
Anaerococcus	Timepoint	CV1	0.339293072920385	1.16460352547145	96	70	0.77159903315048	0.8695566678437
Brachybacterium	Timepoint	Pre	-0.149993504430084	0.65738786665766	96	27	0.820150038988945	0.8695566678437
Corynebacterium	Timepoint	Pre	-0.164461807218162	0.695472364197311	96	92	0.813713857684752	0.8695566678437
Dietzia	Timepoint	Pre	0.197180167122553	0.659460548143623	96	33	0.765791789815656	0.8695566678437
Escherichia.Shigella	Timepoint	Pre	0.367460004821675	1.13352136874782	96	50	0.746732343106852	0.8695566678437
Lawsonella	Timepoint	CV1	-0.414174691634855	1.20159712425902	96	38	0.731254195164612	0.8695566678437
Rothia	Timepoint	Post	0.276872936128668	1.02464956092126	96	37	0.787615541182763	0.8695566678437
Streptomyces	Timepoint	Pre	0.221837477584446	0.840460064203296	96	29	0.792597600676569	0.8695566678437
Streptomyces	Timepoint	CV1	0.26910177409005	0.929476380283252	96	29	0.772996673503089	0.8695566678437
uncultured	Timepoint	Post	0.284286178582968	1.13915300910263	96	47	0.803678728162148	0.8695566678437
Staphylococcus	Timepoint	CV1	0.145908416432756	0.856395254216794	96	93	0.865144636206721	0.906341999835612
Pseudomonas	Timepoint	Pre	0.168545829774329	1.12712441764404	96	44	0.881521551571295	0.91263407692087
uncultured	Timepoint	Pre	0.115741585658153	1.15365982669066	96	47	0.920376628619297	0.941780736261606
Kocuria	Timepoint	CV1	-0.0291793486409077	0.861308128764727	96	36	0.973065152892374	0.984249809822172
uncultured	Timepoint	CV1	0.00870368354957366	1.27497346993502	96	47	0.994571874233849	0.994571874233849
